,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo,all-mpnet-base-v2 hdbscan_manual,all-MiniLM-L12-v2 hdbscan_manual,All-Distilroberta-v1 hdbscan_manual
442,442,I shouldn't have made so many mistakes , Should statements,shouldnt made many mistake,6.7328963,8.311776,6.7328963,8.311776,6.7328963,8.311776,0,0,6,1,3,0,13,-1,1
443,443,"If only I were better in bed, he wouldn't beat me ", Personalization,better bed wouldnt beat,3.183496,6.4787736,3.183496,6.4787736,3.183496,6.4787736,1,16,3,0,2,1,4,8,1
444,444,The reason my marriage is so lousy is because my spouse is totally unreasonable , Blaming,reason marriage lousy spouse totally unreasonable,2.8852062,7.4528556,2.8852062,7.4528556,2.8852062,7.4528556,1,16,17,0,0,1,4,8,1
445,445,I never say the right thing , Overgeneralization,never say right thing,7.347417,6.957243,7.347417,6.957243,7.347417,6.957243,15,17,4,2,1,0,-1,23,1
446,446,Nothing ever goes my way , Overgeneralization,nothing ever go way,8.101428,6.7733345,8.101428,6.7733345,8.101428,6.7733345,15,17,4,2,1,4,-1,23,1
447,447,I felt awkward during my job interview. I am always so awkward , Overgeneralization,felt awkward job interview always awkward,8.460697,9.20994,8.460697,9.20994,8.460697,9.20994,5,6,1,1,2,0,10,-1,-1
448,448,My mom is always upset. She would be fine if I did more to help her , Personalization,mom always upset would fine help,4.7331743,7.3232784,4.7331743,7.3232784,4.7331743,7.3232784,14,13,15,1,2,1,3,18,1
449,449,She probably thinks I'm ugly , Mind reading,probably think im ugly,4.2316484,5.6119475,4.2316484,5.6119475,4.2316484,5.6119475,13,1,8,0,4,1,3,8,1
450,450,"I feel like a bad friend, therefore I must be a bad friend ", Emotional reasoning,feel like bad friend therefore must bad friend,6.343933,5.859721,6.343933,5.859721,6.343933,5.859721,10,4,9,2,0,2,-1,13,1
451,451,I should always be friendly , Should statements,always friendly,6.0896864,5.664593,6.0896864,5.664593,6.0896864,5.664593,17,10,9,0,0,2,-1,-1,1
452,452,I never do a good enough job on anything , All-or-nothing thinking,never good enough job anything,7.964704,7.3223634,7.964704,7.3223634,7.964704,7.3223634,15,17,4,1,1,4,-1,-1,1
453,453,"I made a mistake, therefore I'm a failure ", All-or-nothing thinking,made mistake therefore im failure,8.1615,7.3940167,8.1615,7.3940167,8.1615,7.3940167,15,14,6,2,1,0,-1,22,1
454,454,"I ate more than I planned, so I blew my diet completely ", All-or-nothing thinking,ate planned blew diet completely,10.056043,5.8409224,10.056043,5.8409224,10.056043,5.8409224,9,9,10,2,3,4,0,-1,0
455,455,I will fail and it will be unbearable , Fortune telling,fail unbearable,9.755702,7.263749,9.755702,7.263749,9.755702,7.263749,8,14,12,2,1,0,15,22,1
456,456,"I passed the exam, but I was just lucky ", Disqualifying the positive,passed exam lucky,9.805872,7.7632656,9.805872,7.7632656,9.805872,7.7632656,8,5,12,2,3,0,15,7,1
457,457,Going to college is not a big deal; anyone can do it , Disqualifying the positive,going college big deal anyone,9.6450615,7.697966,9.6450615,7.697966,9.6450615,7.697966,8,7,1,2,1,0,15,-1,-1
458,458,"I feel she loves me, so it must be true ", Emotional reasoning,feel love must true,3.755703,5.0998178,3.755703,5.0998178,3.755703,5.0998178,13,1,8,0,4,1,3,8,1
459,459,"I am terrified of planes, so it must be dangerous ", Emotional reasoning,terrified plane must dangerous,6.8421464,6.980106,6.8421464,6.980106,6.8421464,6.980106,6,15,0,2,1,2,6,25,1
460,460,I got a B. This proves how inferior I am , Catastrophizing,got b prof inferior,9.554015,7.9437757,9.554015,7.9437757,9.554015,7.9437757,8,5,12,2,3,0,15,7,1
461,461,I got an A. It doesn't mean I'm smart , Catastrophizing,got doesnt mean im smart,9.705932,7.978877,9.705932,7.978877,9.705932,7.978877,8,5,12,2,3,0,15,7,1
462,462,He's thinking I have failed , Mind reading,he thinking failed,3.4421642,6.532052,3.4421642,6.532052,3.4421642,6.532052,1,14,3,0,1,1,4,22,1
463,463,She thought I didn't know the project , Mind reading,thought didnt know project,4.46004,5.9068875,4.46004,5.9068875,4.46004,5.9068875,13,1,8,0,4,1,3,-1,1
464,464,He knows I do not like to be touched this way , Mind reading,know like touched way,3.3588037,6.5169334,3.3588037,6.5169334,3.3588037,6.5169334,1,16,3,0,2,1,4,8,1
465,465,"Every time I take a day off from work, it rains ", Overgeneralization,every time take day work rain,7.1474977,7.626009,7.1474977,7.626009,7.1474977,7.626009,7,3,6,1,2,0,-1,-1,1
466,466,You only pay attention to me when I cook food , Overgeneralization,pay attention cook food,5.1617527,9.302155,5.1617527,9.302155,5.1617527,9.302155,12,9,13,1,3,3,2,2,2
467,467,My husband left me because I was a bad wife , Personalization,husband left bad wife,3.1382103,7.457341,3.1382103,7.457341,3.1382103,7.457341,1,16,0,0,0,2,4,8,1
468,468,I should have been a better mother , Should statements,better mother,4.4565477,8.265936,4.4565477,8.265936,4.4565477,8.265936,14,12,9,1,2,2,5,17,1
469,469,He should have married Ann instead of Mary , Should statements,married ann instead mary,4.114338,5.5422177,4.114338,5.5422177,4.114338,5.5422177,13,1,8,0,4,1,3,8,1
470,470,My parents are the ones to blame for my unhappiness , Blaming,parent one blame unhappiness,5.625473,6.6459804,5.625473,6.6459804,5.625473,6.6459804,17,6,2,0,2,3,7,20,1
471,471,It is my fault that my son married a selfish and uncaring person , Personalization,fault son married selfish uncaring person,3.538609,7.694555,3.538609,7.694555,3.538609,7.694555,14,16,9,1,0,2,4,8,1
472,472,My father always prefers my elder brother , Comparing,father always prefers elder brother,5.521684,6.548046,5.521684,6.548046,5.521684,6.548046,10,12,15,0,2,1,-1,-1,1
473,473,She is more successful than I am , Comparing,successful,9.223733,7.5924783,9.223733,7.5924783,9.223733,7.5924783,8,1,2,2,4,0,-1,-1,-1
474,474,He thinks I'm an idiot , Mind reading,think im idiot,3.2894287,6.47772,3.2894287,6.47772,3.2894287,6.47772,1,16,3,0,2,1,4,8,1
475,475,"If I talk, I will mess up and not say what I mean ", Fortune telling,talk mess say mean,7.00986,6.59141,7.00986,6.59141,7.00986,6.59141,17,10,7,0,0,3,-1,-1,1
476,476,I will never get into college , Fortune telling,never get college,9.661058,8.34118,9.661058,8.34118,9.661058,8.34118,8,7,1,1,1,0,-1,26,1
477,477,I'm disgusting , Labeling,im disgusting,7.312794,6.1608257,7.312794,6.1608257,7.312794,6.1608257,11,4,9,2,0,2,-1,13,1
478,478,He's horrible , Labeling,he horrible,3.9795442,7.1662188,3.9795442,7.1662188,3.9795442,7.1662188,1,12,15,0,2,1,-1,-1,-1
479,479,She's irrelevant , Labeling,shes irrelevant,6.6954618,5.160584,6.6954618,5.160584,6.6954618,5.160584,11,1,8,0,4,1,7,-1,1
480,480,"That's what I'm supposed to do, so it doesn't count ", Disqualifying the positive,thats im supposed doesnt count,8.112755,8.27352,8.112755,8.27352,8.112755,8.27352,7,0,4,2,2,0,-1,-1,1
481,481,"Those successes were easy, so they don't matter ", Disqualifying the positive,success easy dont matter,9.121457,7.611011,9.121457,7.611011,9.121457,7.611011,8,5,4,2,3,0,11,7,1
482,482,I fail all the time , Overgeneralization,fail time,9.581354,7.4637704,9.581354,7.4637704,9.581354,7.4637704,8,14,12,2,1,0,15,22,1
483,483,It was a waste of time , All-or-nothing thinking,waste time,7.737915,7.6096835,7.737915,7.6096835,7.737915,7.6096835,15,0,2,1,2,0,-1,27,1
484,484,I get rejected by everyone , All-or-nothing thinking,get rejected everyone,5.9753513,4.1833797,5.9753513,4.1833797,5.9753513,4.1833797,4,4,16,0,0,3,7,33,1
485,485,I should do well , Should statements,well,9.713619,7.1805344,9.713619,7.1805344,9.713619,7.1805344,8,14,12,2,1,0,-1,-1,1
486,486,My relationship ended because I wasn't fun enough , Personalization,relationship ended wasnt fun enough,5.376691,4.7142935,5.376691,4.7142935,5.376691,4.7142935,10,16,0,0,0,2,-1,8,1
487,487,It was my fault my group got a bad grade , Personalization,fault group got bad grade,8.017227,8.316824,8.017227,8.316824,8.017227,8.316824,16,5,12,1,3,0,-1,7,1
488,488,She's to blame for the way I feel , Blaming,shes blame way feel,4.347948,5.1463284,4.347948,5.1463284,4.347948,5.1463284,13,6,8,0,2,1,3,-1,1
489,489,My parents caused all my problems , Blaming,parent caused problem,5.740882,6.597368,5.740882,6.597368,5.740882,6.597368,17,6,2,0,2,3,7,20,1
490,490,My teacher is the reason I'm not doing well , Blaming,teacher reason im well,9.788586,7.670766,9.788586,7.670766,9.788586,7.670766,8,5,12,2,3,0,15,7,1
491,491,"I feel anxious, therefore I must be in danger ", Emotional reasoning,feel anxious therefore must danger,6.6863256,6.759004,6.6863256,6.759004,6.6863256,6.759004,6,15,0,2,1,2,6,25,1
492,492,Others did better than I did on the test , Comparing,others better test,9.712525,7.900716,9.712525,7.900716,9.712525,7.900716,8,5,12,2,3,0,15,7,1
493,493,People my age are more successful than I am , Comparing,people age successful,9.288397,7.566206,9.288397,7.566206,9.288397,7.566206,8,14,2,2,1,0,-1,-1,1
494,494,I'm unlovable. My friends hang out with me only because they must feel sorry for me , Disqualifying the positive,im unlovable friend hang must feel sorry,6.341619,4.7455597,6.341619,4.7455597,6.341619,4.7455597,4,8,16,0,0,2,7,-1,1
495,495,“I'm a bad person. I only help others because it makes me feel better about myself , Disqualifying the positive,im bad person help others make feel better,7.04701,6.039915,7.04701,6.039915,7.04701,6.039915,11,4,9,2,0,2,7,-1,1
496,496,"I feel sad, therefore I must be depressed ", Emotional reasoning,feel sad therefore must depressed,7.863614,5.84115,7.863614,5.84115,7.863614,5.84115,11,15,14,2,1,2,-1,13,1
497,497,He thinks I'm a loser , Labeling,think im loser,3.2825446,6.4903817,3.2825446,6.4903817,3.2825446,6.4903817,1,16,3,0,2,1,4,8,1
498,498,I'll fail the exam , Fortune telling,ill fail exam,9.76465,7.3732266,9.76465,7.3732266,9.76465,7.3732266,8,5,12,2,3,0,15,7,1
499,499,I won't get the job , Fortune telling,wont get job,8.691723,9.589341,8.691723,9.589341,8.691723,9.589341,5,7,1,1,2,0,10,26,1
500,500,I'm undesirable , Labeling,im undesirable,6.619035,4.8175406,6.619035,4.8175406,6.619035,4.8175406,4,8,16,0,0,2,7,11,1
501,501,That's what wives are supposed to do. So it doesn't count when she's nice to me , Disqualifying the positive,thats wife supposed doesnt count shes nice,3.1038826,7.159912,3.1038826,7.159912,3.1038826,7.159912,1,1,8,0,4,1,4,8,1
502,502,I seem to fail at everything , Overgeneralization,seem fail everything,9.282198,7.2631307,9.282198,7.2631307,9.282198,7.2631307,8,14,4,2,1,0,14,22,1
503,503,The marriage ended because I failed , Personalization,marriage ended failed,3.0434883,7.504629,3.0434883,7.504629,3.0434883,7.504629,1,16,0,0,0,2,-1,8,1
504,504,I did that really badly , All-or-nothing thinking,really badly,6.675115,8.2093315,6.675115,8.2093315,6.675115,8.2093315,0,0,6,1,2,0,13,31,1
505,505,Everything always goes badly for me , Overgeneralization,everything always go badly,7.876291,6.759374,7.876291,6.759374,7.876291,6.759374,15,17,4,2,1,4,-1,23,1
506,506,Mary doesn't like me at all , Mind reading,mary doesnt like,4.1226263,5.4521666,4.1226263,5.4521666,4.1226263,5.4521666,13,1,8,0,4,1,3,8,1
507,507,I should have completed everything I planned to do , Should statements,completed everything planned,7.7417946,7.873428,7.7417946,7.873428,7.7417946,7.873428,7,0,6,1,3,0,-1,27,1
508,508,I'm pathetic , Labeling,im pathetic,7.580042,6.284509,7.580042,6.284509,7.580042,6.284509,11,4,4,2,0,0,-1,13,1
509,509,That was really a terrible day , Catastrophizing,really terrible day,7.3400354,7.885032,7.3400354,7.885032,7.3400354,7.885032,0,0,9,1,2,2,-1,31,1
510,510,I didn't get all my work done today again. I'll get the sack , Catastrophizing,didnt get work done today ill get sack,8.285683,7.6017194,8.285683,7.6017194,8.285683,7.6017194,15,17,6,2,2,0,-1,34,1
511,511,I made a real fool of myself at that party , Labeling,made real fool party,5.9277096,7.516383,5.9277096,7.516383,5.9277096,7.516383,12,10,7,1,0,3,1,15,-1
512,512,My husband didn't eat that chocolate cake I baked for him. He thinks I'm a terrible cook , Mind reading,husband didnt eat chocolate cake baked think im terrible cook,3.175928,7.3564506,3.175928,7.3564506,3.175928,7.3564506,1,9,17,0,3,1,4,2,1
513,513,That was a terrible mistake; I'll never learn to do this properly , Overgeneralization,terrible mistake ill never learn properly,6.82955,8.1585865,6.82955,8.1585865,6.82955,8.1585865,0,0,6,1,2,0,13,31,1
514,514,I must make a good impression at this party , Should statements,must make good impression party,5.993619,7.419634,5.993619,7.419634,5.993619,7.419634,12,10,7,1,0,3,1,15,1
515,515,I was so irritable with the children this morning. I'm a terrible mother and a wicked person , Overgeneralization,irritable child morning im terrible mother wicked person,4.51583,8.315266,4.51583,8.315266,4.51583,8.315266,14,12,9,1,2,2,5,17,1
516,516,I can't stand being alone now that Jane has gone , Disqualifying the positive,cant stand alone jane gone,5.3810363,4.3529334,5.3810363,4.3529334,5.3810363,4.3529334,4,8,0,0,0,2,-1,12,-1
517,517,I must be really stupid to have these distorted thoughts , Personalization,must really stupid distorted thought,8.294348,4.338291,8.294348,4.338291,8.294348,4.338291,6,11,6,2,1,0,7,29,1
518,518,Mary doesn't like me at all. She would never have shouted at me like that if she did , Personalization,mary doesnt like would never shouted like,4.113996,5.5354223,4.113996,5.5354223,4.113996,5.5354223,13,1,8,0,4,1,3,8,1
519,519,I'll never be able to face them again , Catastrophizing,ill never able face,5.9465213,5.8448763,5.9465213,5.8448763,5.9465213,5.8448763,17,17,1,0,1,0,7,23,1
520,520,I'll never manage to stand up for myself. I never have , Catastrophizing,ill never manage stand never,7.961612,6.6673417,7.961612,6.6673417,7.961612,6.6673417,15,17,1,2,1,0,-1,23,1
521,521,"If I'm not a total success, I'm a failure ", All-or-nothing thinking,im total success im failure,8.920336,7.4666185,8.920336,7.4666185,8.920336,7.4666185,8,14,4,2,1,0,14,22,1
522,522,"I'll be so upset, I won't be able to function at all ", Catastrophizing,ill upset wont able function,9.621747,9.769612,9.621747,9.769612,9.621747,9.769612,7,17,1,1,0,0,-1,-1,1
523,523,"I did that project well, but that doesn't mean I'm competent; I just got lucky ", Disqualifying the positive,project well doesnt mean im competent got lucky,8.494686,7.8513427,8.494686,7.8513427,8.494686,7.8513427,8,3,12,1,2,0,-1,5,1
524,524,Getting a mediocre evaluation proves how inadequate I am , Catastrophizing,getting mediocre evaluation prof inadequate,8.849836,8.069156,8.849836,8.069156,8.849836,8.069156,8,5,12,1,3,0,-1,7,1
525,525,Getting high marks doesn't mean I am smart , Disqualifying the positive,getting high mark doesnt mean smart,9.712728,7.8330584,9.712728,7.8330584,9.712728,7.8330584,8,5,12,2,3,0,15,7,1
526,526,I was so uncomfortable talking to this person. I don't have what it takes to make friends , Overgeneralization,uncomfortable talking person dont take make friend,5.791603,5.3041563,5.791603,5.3041563,5.791603,5.3041563,4,10,7,0,0,3,7,16,1
527,527,The repairman was curt to me because I did something wrong , Personalization,repairman curt something wrong,6.4414854,8.219004,6.4414854,8.219004,6.4414854,8.219004,0,6,11,1,2,3,-1,-1,-1
528,528,I should always do my best , Should statements,always best,7.8705373,6.9574356,7.8705373,6.9574356,7.8705373,6.9574356,15,17,4,2,1,0,-1,-1,1
529,529,My son's teacher cannot do anything right , Blaming,son teacher cannot anything right,3.8170846,7.9900723,3.8170846,7.9900723,3.8170846,7.9900723,14,5,15,1,3,1,5,7,-1
530,530,"If I did not have friends, I would be lonely ", All-or-nothing thinking,friend would lonely,5.8224645,4.948882,5.8224645,4.948882,5.8224645,4.948882,4,10,16,0,0,2,7,16,1
531,531,going to fail at my interview , Fortune telling,going fail interview,9.160452,9.232972,9.160452,9.232972,9.160452,9.232972,5,14,12,1,1,0,-1,22,-1
532,532,i'm worried that i won't develop better discipline , Fortune telling,im worried wont develop better discipline,9.429639,7.000102,9.429639,7.000102,9.429639,7.000102,6,14,10,2,1,4,-1,23,-1
533,533,what if we never get engaged , Overgeneralization,never get engaged,4.7112207,4.467431,4.7112207,4.467431,4.7112207,4.467431,10,8,8,0,0,1,3,12,1
534,534,i'll never lose enough weight to look skinny , Fortune telling,ill never lose enough weight look skinny,9.900789,5.7110476,9.900789,5.7110476,9.900789,5.7110476,9,9,10,2,3,4,0,-1,0
535,535,"i'm so weak, helpless and out of control ", Labeling,im weak helpless control,8.811656,5.63127,8.811656,5.63127,8.811656,5.63127,2,2,14,2,1,2,7,28,1
536,536,i'm going to be lonely forever , Overgeneralization,im going lonely forever,5.6030264,4.3625474,5.6030264,4.3625474,5.6030264,4.3625474,4,8,16,0,0,2,7,12,1
537,537,my parents don't love me and they never will , Overgeneralization,parent dont love never,5.7616987,6.4715133,5.7616987,6.4715133,5.7616987,6.4715133,17,10,2,0,2,3,7,20,1
538,538,"if i can't pass in college, i can't get a good job, or a good life ", All-or-nothing thinking,cant pas college cant get good job good life,9.76689,7.6607785,9.76689,7.6607785,9.76689,7.6607785,8,7,1,2,1,0,15,-1,-1
539,539,that i am alone and always will be , Overgeneralization,alone always,7.929048,5.507845,7.929048,5.507845,7.929048,5.507845,11,8,16,2,0,2,-1,12,1
540,540,i am unwanted , Labeling,unwanted,6.7473097,4.793552,6.7473097,4.793552,6.7473097,4.793552,11,8,16,0,0,2,7,11,1
541,541,not being smart enough , All-or-nothing thinking,smart enough,7.938077,6.6364465,7.938077,6.6364465,7.938077,6.6364465,15,17,4,2,1,0,-1,-1,1
