,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean
492,492,Others did better than I did on the test , Comparing,others better test,9.581303,3.979485,9.226338,8.55707,8.805779,6.3664727,1,11,3
493,493,People my age are more successful than I am , Comparing,people age successful,8.838664,4.0353737,8.736912,8.9959545,6.2775006,7.2969027,1,1,7
494,494,I'm unlovable. My friends hang out with me only because they must feel sorry for me , Disqualifying the positive,im unlovable friend hang must feel sorry,5.243791,1.9019986,4.7733355,9.712875,4.5557218,6.757249,11,2,11
495,495,“I'm a bad person. I only help others because it makes me feel better about myself , Disqualifying the positive,im bad person help others make feel better,6.3908978,2.9474256,5.8794885,8.66115,4.2364163,6.363244,4,10,9
496,496,"I feel sad, therefore I must be depressed ", Emotional reasoning,feel sad therefore must depressed,7.231315,2.8735697,6.2336993,8.652006,4.9163065,5.436161,4,10,12
497,497,He thinks I'm a loser , Labeling,think im loser,2.9065464,5.2195487,3.476704,8.708283,3.262,8.666455,0,4,6
498,498,I'll fail the exam , Fortune telling,ill fail exam,9.325449,3.497406,8.75685,8.534441,8.516915,6.7708893,1,11,3
499,499,I won't get the job , Fortune telling,wont get job,9.032501,6.1206098,9.163939,10.672904,7.816584,7.5066133,5,7,7
500,500,I'm undesirable , Labeling,im undesirable,5.4619317,1.9979329,4.669746,9.419846,5.1775126,6.8933806,11,2,11
501,501,That's what wives are supposed to do. So it doesn't count when she's nice to me , Disqualifying the positive,thats wife supposed doesnt count shes nice,3.411079,5.821087,2.9510233,10.11397,1.7520658,7.558245,0,0,4
502,502,I seem to fail at everything , Overgeneralization,seem fail everything,8.834026,3.5843916,8.07782,8.287402,6.9071083,5.8265405,1,1,0
503,503,The marriage ended because I failed , Personalization,marriage ended failed,3.4625921,6.0201554,2.32862,8.590603,2.629064,7.838984,0,4,4
504,504,I did that really badly , All-or-nothing thinking,really badly,6.916886,5.043139,6.9516053,9.748232,7.298193,5.0544815,10,9,8
505,505,Everything always goes badly for me , Overgeneralization,everything always go badly,7.657649,3.228517,7.651207,9.269068,6.6767583,5.039836,12,1,0
506,506,Mary doesn't like me at all , Mind reading,mary doesnt like,3.5421028,3.6891088,3.345178,10.141748,1.4614363,7.3906584,7,0,4
507,507,I should have completed everything I planned to do , Should statements,completed everything planned,7.5937905,4.627631,6.7887325,9.795549,7.636883,4.7483616,10,9,8
508,508,I'm pathetic , Labeling,im pathetic,6.881727,3.167747,5.944766,8.64231,5.837357,6.3257685,4,10,0
509,509,That was really a terrible day , Catastrophizing,really terrible day,6.7346783,4.973834,6.829673,9.571819,2.8683622,5.788281,3,9,9
510,510,I didn't get all my work done today again. I'll get the sack , Catastrophizing,didnt get work done today ill get sack,8.288202,4.4076214,7.710868,9.984305,8.0589075,4.8873806,12,3,8
511,511,I made a real fool of myself at that party , Labeling,made real fool party,5.28987,4.198351,5.684893,10.819822,5.701508,8.291316,3,6,5
512,512,My husband didn't eat that chocolate cake I baked for him. He thinks I'm a terrible cook , Mind reading,husband didnt eat chocolate cake baked think im terrible cook,3.22958,5.7112517,7.699777,5.9952283,2.3898308,8.734583,0,9,6
513,513,That was a terrible mistake; I'll never learn to do this properly , Overgeneralization,terrible mistake ill never learn properly,7.1106257,4.9623237,6.7731104,9.638755,6.943791,5.1331043,10,9,8
514,514,I must make a good impression at this party , Should statements,must make good impression party,5.327301,3.997899,5.5173078,10.836699,5.635536,8.209286,3,6,5
515,515,I was so irritable with the children this morning. I'm a terrible mother and a wicked person , Overgeneralization,irritable child morning im terrible mother wicked person,4.7025723,6.3633523,3.8180363,6.518111,2.4902744,5.4692397,9,8,9
516,516,I can't stand being alone now that Jane has gone , Disqualifying the positive,cant stand alone jane gone,4.164324,2.2623615,3.6238601,10.965273,3.1437745,6.838969,11,2,11
517,517,I must be really stupid to have these distorted thoughts , Personalization,must really stupid distorted thought,7.413179,0.92426676,6.530798,6.8071465,6.3646517,4.6544166,8,5,8
518,518,Mary doesn't like me at all. She would never have shouted at me like that if she did , Personalization,mary doesnt like would never shouted like,3.5552819,3.7412386,3.1905487,10.162352,1.475467,7.4576564,7,0,4
519,519,I'll never be able to face them again , Catastrophizing,ill never able face,5.3889174,2.9130228,8.080415,9.130375,6.293685,6.90568,6,1,7
520,520,I'll never manage to stand up for myself. I never have , Catastrophizing,ill never manage stand never,7.6160083,3.4548433,7.482106,9.18323,6.6208453,6.6900296,12,1,7
521,521,"If I'm not a total success, I'm a failure ", All-or-nothing thinking,im total success im failure,8.577902,3.9149802,8.118216,8.54487,7.3133397,6.072237,1,1,0
522,522,"I'll be so upset, I won't be able to function at all ", Catastrophizing,ill upset wont able function,9.896489,5.3737936,8.425762,9.340029,6.988771,7.2867885,5,7,7
523,523,"I did that project well, but that doesn't mean I'm competent; I just got lucky ", Disqualifying the positive,project well doesnt mean im competent got lucky,8.207331,4.125109,7.9934545,10.516625,8.267661,6.021821,1,7,3
524,524,Getting a mediocre evaluation proves how inadequate I am , Catastrophizing,getting mediocre evaluation prof inadequate,8.938555,4.3292966,9.191422,8.317273,8.400155,6.20906,1,11,3
525,525,Getting high marks doesn't mean I am smart , Disqualifying the positive,getting high mark doesnt mean smart,9.479194,3.9734554,9.182509,8.364656,8.751908,6.379215,1,11,3
526,526,I was so uncomfortable talking to this person. I don't have what it takes to make friends , Overgeneralization,uncomfortable talking person dont take make friend,4.859024,2.8048186,4.618091,10.279509,4.927157,7.63281,11,6,5
527,527,The repairman was curt to me because I did something wrong , Personalization,repairman curt something wrong,6.369385,5.2688317,6.9910755,10.521525,6.760376,4.3639045,3,3,1
528,528,I should always do my best , Should statements,always best,7.5649786,3.7711043,6.9856143,9.186636,6.921978,5.0902257,12,1,0
529,529,My son's teacher cannot do anything right , Blaming,son teacher cannot anything right,4.1049514,6.0774136,9.055673,7.8390355,3.5774457,9.406618,9,11,9
530,530,"If I did not have friends, I would be lonely ", All-or-nothing thinking,friend would lonely,4.7741303,2.3298457,4.6031103,10.320089,4.7626,7.0444345,11,6,11
531,531,going to fail at my interview , Fortune telling,going fail interview,9.148728,6.0797973,8.425775,8.72311,8.400627,7.0008407,5,1,3
532,532,i'm worried that i won't develop better discipline , Fortune telling,im worried wont develop better discipline,8.984339,3.1939957,7.6947646,7.375098,5.488448,4.5033884,8,1,2
533,533,what if we never get engaged , Overgeneralization,never get engaged,3.729283,2.7194996,3.9736705,10.698861,2.4235306,7.453399,0,2,4
534,534,i'll never lose enough weight to look skinny , Fortune telling,ill never lose enough weight look skinny,8.939379,1.2842362,7.882158,6.697401,5.7924848,4.148901,8,12,2
535,535,"i'm so weak, helpless and out of control ", Labeling,im weak helpless control,8.077582,1.9905246,6.99521,7.4392858,5.2955785,5.037658,2,10,2
536,536,i'm going to be lonely forever , Overgeneralization,im going lonely forever,4.323081,2.1461766,3.8363369,10.936872,4.9755344,6.8672047,11,2,11
537,537,my parents don't love me and they never will , Overgeneralization,parent dont love never,5.5663557,3.4088583,5.035612,8.258772,4.2616487,7.112821,6,6,11
538,538,"if i can't pass in college, i can't get a good job, or a good life ", All-or-nothing thinking,cant pas college cant get good job good life,9.4473505,3.7199528,8.977892,9.288859,7.720004,6.6984525,1,7,7
539,539,that i am alone and always will be , Overgeneralization,alone always,6.8475695,2.1618838,3.7870011,10.984547,4.839527,6.811255,4,2,11
540,540,i am unwanted , Labeling,unwanted,5.5406175,1.9794478,4.8002605,9.10107,5.21775,6.8117957,4,2,11
541,541,not being smart enough , All-or-nothing thinking,smart enough,7.2998843,3.1791184,8.503089,8.527052,6.8275504,5.691344,12,1,0
542,542,lack of sexual interest from my significant other , Blaming,lack sexual interest significant,3.0315034,3.773962,2.4434328,9.163974,2.3507023,7.933709,7,4,4
543,543,i hate to be told anything , Overgeneralization,hate told anything,6.952062,3.4435651,5.5755773,8.777963,4.779276,7.2111945,4,2,11
544,544,what if i stop breathing for no reason? , Catastrophizing,stop breathing reason,7.8266077,1.4758867,6.3891015,7.1106553,4.376384,4.7824764,8,5,2
545,545,what if I die , Catastrophizing,die,7.6637177,2.0652876,6.0179105,7.3332386,4.4607253,4.980928,8,5,2
546,546,I will die , Catastrophizing,die,7.87932,1.9891161,6.066299,7.3522687,4.678017,5.076733,8,5,2
547,547,someday i'll stop trying , Catastrophizing,someday ill stop trying,8.494403,2.9753835,8.016877,9.055668,6.250644,5.4955106,12,1,0
548,548,feeling unworthy , Labeling,feeling unworthy,6.515915,2.368665,4.802794,9.358793,5.404163,6.272537,4,2,12
549,549,i'm never going to live a normal life , Overgeneralization,im never going live normal life,8.153675,2.7925777,8.299624,9.071858,6.5290623,6.780108,12,1,7
550,550,about my boyfriend if he's cheating on me again , Mind reading,boyfriend he cheating,2.5530102,4.8693256,2.6866574,8.659852,2.6647184,8.042841,0,4,6
551,551,the worthlessness of life , Disqualifying the positive,worthlessness life,6.824636,2.098379,6.868664,8.257964,5.576457,6.0442886,4,10,12
552,552,"everyone hates me, including me ", Overgeneralization,everyone hate including,5.433022,2.7651105,5.2426796,9.045861,4.4833455,7.13528,6,2,11
553,553,i should be sleeping , Should statements,sleeping,8.013107,2.8199933,6.576457,8.91113,5.1447315,4.6153135,12,12,2
554,554,afraid something i did will hurt me , Fortune telling,afraid something hurt,6.5981245,3.8046572,5.6837664,6.4583554,3.83463,5.6095853,8,12,12
555,555,i overthink the worst possibility to happen , Catastrophizing,overthink worst possibility happen,7.1019697,3.952799,5.999888,6.5819488,4.1270657,4.780253,8,12,12
556,556,i can't ever relax , Overgeneralization,cant ever relax,8.289969,2.2971985,6.9691496,7.372652,5.183821,4.7037215,8,5,2
557,557,always going to be lonely , Overgeneralization,always going lonely,4.4059625,2.1783087,3.7987397,10.961209,4.741853,6.939443,11,2,11
558,558,i dont have a full purpose , All-or-nothing thinking,dont full purpose,7.3895082,3.0271528,7.982719,9.429661,6.2118306,5.8963227,4,1,0
559,559,I don't have enough willpower , Overgeneralization,dont enough willpower,8.523291,2.6838574,7.1604023,7.412888,5.7871456,4.7893414,12,10,2
560,560,I might lose my job , Catastrophizing,might lose job,9.608853,5.8271027,8.870625,10.300625,7.446186,7.6745076,5,7,7
561,561,I am not a good person in society , Labeling,good person society,6.54398,2.9344838,6.497436,9.10465,4.2666035,6.4253006,4,10,9
562,562,This person is not my boss and is not even providing accurate information! Why are they acting like this? , Mind reading,person bos even providing accurate information acting like,7.6233954,5.9910283,7.254986,11.368325,8.53535,5.2870092,10,3,8
563,563,Because other did better than me , Comparing,better,9.300455,4.2335854,9.031064,8.977629,7.9724116,6.3355904,1,11,3
564,564,I should have behaved differently , Should statements,behaved differently,6.334766,5.463889,6.5386686,9.805045,6.98227,4.2392054,10,9,10
565,565,I don't think I can get all my work done today , Fortune telling,dont think get work done today,8.194508,4.5756006,7.774493,10.027809,7.9338007,5.0097303,12,3,8
566,566,I could get fired , Catastrophizing,could get fired,9.576473,5.8606954,9.079645,10.427079,7.495816,7.7465096,5,7,7
567,567,She doesn't like the way I look , Mind reading,doesnt like way look,3.8315027,3.5357993,3.6320698,9.920252,1.5033472,7.0468926,7,0,4
568,568,"My girlfriend wasnt texting anyone, and did not get me anniversary present I am scared my girlfriend is going to break up with me because I dont do much for her. ", Catastrophizing,girlfriend wasnt texting anyone get anniversary present scared girlfriend going break dont much,2.974346,3.2883794,2.333863,10.050827,2.2592354,7.5721397,7,0,4
569,569,I am unable to give my children any time A good mother spends time with her kids on some activity every night , Overgeneralizing,unable give child time good mother spends time kid activity every night,4.426616,6.4902844,3.4650502,6.635627,2.3460891,5.502513,9,8,9
570,570,Would my death have an impact on people? Like is there anyone on here that's had someone close to them commit suicide and knows what it's like? Would anyone care if I died? , Overgeneralizing,would death impact people like anyone thats someone close commit suicide know like would anyone care died,6.96587,1.819847,5.5165095,7.258109,4.0536757,5.649355,2,5,12
571,571,Stomach ache every day I might be having a serious illness , Catastrophizing,stomach ache every day might serious illness,8.415162,1.4488473,6.39683,6.397431,4.3927946,4.518007,8,12,2
572,572,My son threw a tantrum at an indoor playground and I had to carry him out kicking and screaming I'm a bad mom , Labeling,son threw tantrum indoor playground carry kicking screaming im bad mom,4.688533,6.2716866,3.8425305,6.565998,2.4174302,5.497416,9,8,9
573,573,im scared of the human mind i cant trust people , Emotional reasoning,im scared human mind cant trust people,6.516591,3.5942867,5.5787935,6.5617895,3.71985,5.548058,8,12,12
574,574,Being transgender I'm not who I want to be. I hate my appearance and my voice. , Catastrophizing,transgender im want hate appearance voice,6.03161,1.631592,5.98799,8.344533,5.3088303,5.7362556,4,5,2
575,575,I made very good English presentation but I got nervous because of the amount of people and I forgot my text I'm scared to present in front of other people and I panic , Catastrophizing,made good english presentation got nervous amount people forgot text im scared present front people panic,7.1345773,4.0509224,5.700535,6.6130056,7.360761,5.707694,3,12,3
576,576,"i still can't speak or understand korean, even after 6 months here i'm not good enough ", Overgeneralizing,still cant speak understand korean even month im good enough,8.525645,3.3469634,6.2701125,9.429211,6.21536,6.028339,12,10,0
577,577,My manager is giving more responsibilities to another co-worker. I deserve more than the other co-worker to get more responsibilities. , Personalizing,manager giving responsibility another coworker deserve coworker get responsibility,7.940352,6.168349,7.463095,11.476022,6.682812,7.943696,10,3,7
578,578,My husband did something for me even if it's clear I didn't want it. I don't know why I keep trying. I should just give up. Surrender. Sleep forever. , Catastrophizing,husband something even clear didnt want dont know keep trying give surrender sleep forever,3.5268898,5.8492737,2.6413827,8.193501,5.3788667,5.512081,0,4,12
